Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_633	Bacteria	Cyanobacteria	Sericytochromatia	NA	NA	NA	NA
ASV_634	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_16	NA
ASV_635	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_636	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	NA
ASV_637	Bacteria	Latescibacterota	NA	NA	NA	NA	NA
ASV_638	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_639	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriae_or	Acidobacteriae_fa	Paludibaculum	NA
ASV_640	Bacteria	Firmicutes	D8A-2	NA	NA	NA	NA
ASV_641	Bacteria	NA	NA	NA	NA	NA	NA
ASV_642	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	NA	NA
ASV_643	Bacteria	NA	NA	NA	NA	NA	NA
ASV_644	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_645	Archaea	Crenarchaeota	Nitrososphaeria	NA	NA	NA	NA
ASV_646	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_647	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_648	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_649	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	goheungense
ASV_650	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA	NA
ASV_651	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	NA
ASV_652	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_653	Bacteria	NA	NA	NA	NA	NA	NA
ASV_654	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA	NA
ASV_655	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_656	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
ASV_657	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_658	Bacteria	GAL15	NA	NA	NA	NA	NA
ASV_659	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA
ASV_660	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
ASV_661	Bacteria	NA	NA	NA	NA	NA	NA
ASV_662	Bacteria	NA	NA	NA	NA	NA	NA
ASV_663	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
ASV_664	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
ASV_665	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV_666	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_667	Bacteria	Firmicutes	Desulfotomaculia	Ammonifexales	Ammonificaceae	NA	NA
ASV_668	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Ketobacter	NA
ASV_669	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosotenuis	NA
ASV_670	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_671	Bacteria	DTB120	NA	NA	NA	NA	NA
ASV_672	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_673	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	NA	NA	NA
ASV_674	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Sh765B-TzT-35	NA
ASV_675	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_676	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
ASV_677	Bacteria	Planctomycetota	Pla3_lineage	NA	NA	NA	NA
ASV_678	Bacteria	Poribacteria	NA	NA	NA	NA	NA
ASV_679	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	NA	NA	NA
ASV_680	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA
ASV_681	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA
ASV_682	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_13	NA
ASV_683	Bacteria	Elusimicrobiota	Lineage_IIc	NA	NA	NA	NA
ASV_684	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_685	Bacteria	NA	NA	NA	NA	NA	NA
ASV_686	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	NA
ASV_687	Bacteria	NA	NA	NA	NA	NA	NA
ASV_688	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	NA
ASV_689	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter	NA
ASV_690	Bacteria	BHI80-139	NA	NA	NA	NA	NA
ASV_691	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA	NA
ASV_692	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_693	Bacteria	Proteobacteria	Alphaproteobacteria	Ferrovibrionales	Ferrovibrionales_fa	NA	NA
ASV_694	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_695	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_696	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	NA
ASV_697	Bacteria	DTB120	NA	NA	NA	NA	NA
ASV_698	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
ASV_699	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
ASV_700	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_701	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Paeniglutamicibacter	NA
ASV_702	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	NA	NA	NA
ASV_703	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_704	Bacteria	SAR324_clade(Marine_group_B)	NA	NA	NA	NA	NA
ASV_705	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	NA	NA	NA
ASV_706	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	wb1-A12	NA
ASV_707	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_708	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA
ASV_709	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA	NA
ASV_710	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA
ASV_711	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	NA	NA	NA
ASV_712	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	NA	NA
ASV_713	Archaea	Crenarchaeota	Nitrososphaeria	Marine_Benthic_Group_A	NA	NA	NA
ASV_714	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_715	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA
ASV_716	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA
ASV_717	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_718	Bacteria	GAL15	NA	NA	NA	NA	NA
ASV_719	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	NA	NA	NA
ASV_720	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA
ASV_721	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	NA	NA
ASV_722	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	NA
ASV_723	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	nitrificans
ASV_724	Bacteria	PAUC34f	NA	NA	NA	NA	NA
ASV_725	Bacteria	Acidobacteriota	Blastocatellia	11-24	NA	NA	NA
ASV_726	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_727	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	NA
ASV_728	Bacteria	NA	NA	NA	NA	NA	NA
ASV_729	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA	NA
ASV_730	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_731	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_732	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	NA
ASV_733	Bacteria	NA	NA	NA	NA	NA	NA
ASV_734	NA	NA	NA	NA	NA	NA	NA
ASV_735	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloterricola	NA
ASV_736	Bacteria	GAL15	NA	NA	NA	NA	NA
ASV_737	Bacteria	NA	NA	NA	NA	NA	NA
ASV_738	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas	NA
ASV_739	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
ASV_740	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV_741	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Thalassobaculaceae	Thalassobaculum	NA
ASV_742	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_743	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA	NA
ASV_744	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	NA
ASV_745	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	NA	NA
ASV_746	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
ASV_747	Archaea	Crenarchaeota	Nitrososphaeria	Marine_Benthic_Group_A	NA	NA	NA
ASV_748	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA
ASV_749	Archaea	Halobacterota	ANME-1	ANME-1b	NA	NA	NA
ASV_750	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Pannonibacter	NA
ASV_751	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_752	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	NA	NA
ASV_753	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Paucibacter	NA
ASV_754	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	NA
ASV_755	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	NA	NA	NA
ASV_756	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_757	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CG1-02-32-21	NA	NA
ASV_758	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA
ASV_759	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_760	Bacteria	Acidobacteriota	Subgroup_18	NA	NA	NA	NA
ASV_761	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ethanoligenenaceae	Ethanoligenens	NA
ASV_762	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA	NA
ASV_763	Bacteria	NA	NA	NA	NA	NA	NA
ASV_764	Bacteria	NA	NA	NA	NA	NA	NA
ASV_765	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	NA	NA	NA
ASV_766	Bacteria	NA	NA	NA	NA	NA	NA
ASV_767	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Colwellbacteria	NA	NA	NA
ASV_768	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	NA	NA	NA
ASV_769	Bacteria	RCP2-54	NA	NA	NA	NA	NA
ASV_770	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
ASV_771	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_772	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_773	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocystis	NA
ASV_774	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Denitratisoma	oestradiolicum
ASV_775	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA	NA
ASV_776	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	NA
ASV_777	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA	NA
ASV_778	Bacteria	Bacteroidota	SJA-28	NA	NA	NA	NA
ASV_779	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_780	Bacteria	Chloroflexi	P2-11E	NA	NA	NA	NA
ASV_781	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV_782	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA	NA
ASV_783	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriae_or	Acidobacteriae_fa	Paludibaculum	NA
ASV_784	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	NA
ASV_785	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA	NA
ASV_786	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_787	Bacteria	NA	NA	NA	NA	NA	NA
ASV_788	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_789	Bacteria	Planctomycetota	Brocadiae	Brocadiales	GWA2-50-13	NA	NA
ASV_790	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA
ASV_791	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	NA	NA
ASV_792	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_793	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_794	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA	NA
ASV_795	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA
ASV_796	Bacteria	Acetothermia	Acetothermiia	NA	NA	NA	NA
ASV_797	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_798	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_799	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_800	Bacteria	NA	NA	NA	NA	NA	NA
ASV_801	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	NA	NA	NA
ASV_802	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV_803	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	NA
ASV_804	Bacteria	Acidobacteriota	NA	NA	NA	NA	NA
ASV_805	Bacteria	Chloroflexi	Dehalococcoidia	GIF9	AB-539-J10	SCGC-AB-539-J10	NA
ASV_806	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_807	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_808	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	aveniformis
ASV_809	Bacteria	Planctomycetota	Pla4_lineage	NA	NA	NA	NA
ASV_810	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA
ASV_811	Bacteria	Patescibacteria	NA	NA	NA	NA	NA
ASV_812	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	NA
ASV_813	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	NA	NA
ASV_814	Bacteria	NA	NA	NA	NA	NA	NA
ASV_815	Bacteria	Planctomycetota	Brocadiae	Brocadiales	GWA2-50-13	NA	NA
ASV_816	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Polycyclovorans	NA
ASV_817	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
ASV_818	Archaea	NA	NA	NA	NA	NA	NA
ASV_819	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_820	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_821	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_12	NA	NA	NA
ASV_822	Bacteria	Elusimicrobiota	Lineage_IIc	NA	NA	NA	NA
ASV_823	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	NA	NA	NA
ASV_824	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA
ASV_825	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	NA
ASV_826	Bacteria	NA	NA	NA	NA	NA	NA
ASV_827	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_828	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA	NA
ASV_829	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_830	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_831	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
ASV_832	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA	NA
ASV_833	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA	NA
ASV_834	Bacteria	NA	NA	NA	NA	NA	NA
ASV_835	Bacteria	Acidobacteriota	NA	NA	NA	NA	NA
ASV_836	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	NA
ASV_837	Bacteria	SAR324_clade(Marine_group_B)	NA	NA	NA	NA	NA
ASV_838	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA
ASV_839	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	NA
ASV_840	Bacteria	NA	NA	NA	NA	NA	NA
ASV_841	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	NA	NA	NA
ASV_842	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_843	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_844	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_845	Bacteria	NA	NA	NA	NA	NA	NA
ASV_846	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	NA
ASV_847	Bacteria	NA	NA	NA	NA	NA	NA
ASV_848	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_849	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas	NA
ASV_850	Bacteria	Cyanobacteria	Vampirivibrionia	Caenarcaniphilales	NA	NA	NA
ASV_851	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	oc32	NA
ASV_852	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_853	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA	NA
ASV_854	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Desemzia	incerta
ASV_855	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	koreensis
ASV_856	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_857	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA
ASV_858	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Campbellbacteria	NA	NA	NA
ASV_859	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA
ASV_860	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_861	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	JdFR-76	NA
ASV_862	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_863	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_864	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
ASV_865	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV_866	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA	NA
ASV_867	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Parvibaculum	lavamentivorans
ASV_868	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV_869	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_870	Bacteria	Chloroflexi	P2-11E	NA	NA	NA	NA
ASV_871	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_872	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_873	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	NA
ASV_874	Bacteria	Firmicutes	TSAC18	NA	NA	NA	NA
ASV_875	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_876	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	NA	NA	NA
ASV_877	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	NA	NA	NA
ASV_878	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	NA
ASV_879	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_9	NA	NA	NA
ASV_880	Bacteria	Planctomycetota	BD7-11	NA	NA	NA	NA
ASV_881	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV_882	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA	NA
ASV_883	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	NA
ASV_884	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	NA	NA	NA
ASV_885	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA	NA
ASV_886	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Cenarchaeum	NA
ASV_887	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	NA
ASV_888	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	NA	NA
ASV_889	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Desulfitispora	NA
ASV_890	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_891	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA	NA
ASV_892	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Thermotaleaceae	Anaerosolibacter	carboniphilus
ASV_893	Bacteria	NA	NA	NA	NA	NA	NA
ASV_894	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	NA	NA
ASV_895	Bacteria	NA	NA	NA	NA	NA	NA
ASV_896	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_897	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA
ASV_898	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	NA
ASV_899	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	NA	NA	NA
ASV_900	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	NA
ASV_901	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA
ASV_902	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_903	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_904	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
ASV_905	Archaea	Crenarchaeota	Nitrososphaeria	Caldiarchaeales	Terrestrial_Hot_Spring_Gp(THSCG)	NA	NA
ASV_906	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_907	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	NA
ASV_908	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	NA
ASV_909	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter	bizertensis
ASV_910	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA
ASV_911	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA	NA
ASV_912	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	NA	NA
ASV_913	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA	NA
ASV_914	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_915	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	NA
ASV_916	Bacteria	NA	NA	NA	NA	NA	NA
ASV_917	Bacteria	NA	NA	NA	NA	NA	NA
ASV_918	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Vogelbacteria	NA	NA	NA
ASV_919	Bacteria	NA	NA	NA	NA	NA	NA
ASV_920	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_921	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	NA	NA	NA
ASV_922	Archaea	NA	NA	NA	NA	NA	NA
