Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_2158	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
ASV_2159	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_2160	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_2161	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	NA
ASV_2162	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA
ASV_2163	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_2164	Bacteria	Desulfobacterota	Desulfarculia	Desulfarculales	Desulfarculaceae	NA	NA
ASV_2165	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	composti
ASV_2166	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_2167	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Rudanella	NA
ASV_2168	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA
ASV_2169	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA
ASV_2170	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Raineyaceae	Raineya	NA
ASV_2171	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_2172	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	NA
ASV_2173	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA
ASV_2174	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA
ASV_2175	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	NA
ASV_2176	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
ASV_2177	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA
ASV_2178	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA
ASV_2179	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_2180	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_2181	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA
ASV_2182	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_2183	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	NA	NA
ASV_2184	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12411	NA	NA
ASV_2185	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV_2186	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2187	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_2188	Archaea	NA	NA	NA	NA	NA	NA
ASV_2189	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA
ASV_2190	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	NA
ASV_2191	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_2192	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_2193	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_2194	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_2195	Bacteria	Nitrospirota	HDB-SIOI1093	NA	NA	NA	NA
ASV_2196	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2197	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_2198	Bacteria	Armatimonadota	NA	NA	NA	NA	NA
ASV_2199	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	NA	NA	NA
ASV_2200	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA	NA
ASV_2201	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV_2202	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2203	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2204	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	NA
ASV_2205	Bacteria	Planctomycetota	Phycisphaerae	S-70	NA	NA	NA
ASV_2206	Bacteria	Planctomycetota	BD7-11	NA	NA	NA	NA
ASV_2207	Bacteria	Zixibacteria	NA	NA	NA	NA	NA
ASV_2208	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
ASV_2209	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	NA
ASV_2210	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA	NA
ASV_2211	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_2212	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_2213	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	NA	NA
ASV_2214	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	NA	NA	NA
ASV_2215	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA
ASV_2216	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV_2217	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	NA	NA	NA
ASV_2218	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	NA
ASV_2219	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2220	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	NA	NA	NA
ASV_2221	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2222	Bacteria	Planctomycetota	Pla4_lineage	NA	NA	NA	NA
ASV_2223	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
ASV_2224	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	NA	NA	NA
ASV_2225	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_2226	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_2227	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Amphiplicatus	NA
ASV_2228	Bacteria	MBNT15	NA	NA	NA	NA	NA
ASV_2229	NA	NA	NA	NA	NA	NA	NA
ASV_2230	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	NA	NA	NA
ASV_2231	Bacteria	Patescibacteria	ABY1	NA	NA	NA	NA
ASV_2232	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA	NA
ASV_2233	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_2234	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2235	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2236	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2237	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	NA	NA	NA
ASV_2238	Bacteria	Zixibacteria	NA	NA	NA	NA	NA
ASV_2239	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	NA
ASV_2240	Bacteria	Cyanobacteria	Vampirivibrionia	Caenarcaniphilales	NA	NA	NA
ASV_2241	Bacteria	Patescibacteria	ABY1	NA	NA	NA	NA
ASV_2242	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Candidatus_Obscuribacter	NA
ASV_2243	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_2244	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
ASV_2245	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
ASV_2246	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_2247	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
ASV_2248	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_2249	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA
ASV_2250	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV_2251	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
ASV_2252	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2253	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
ASV_2254	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA
ASV_2255	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_2256	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_2257	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA	NA
ASV_2258	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	NA
ASV_2259	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Jorgensenbacteria	NA	NA	NA
ASV_2260	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_2261	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculales_fa	Desulfurispora	NA
ASV_2262	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CG1-02-32-21	NA	NA
ASV_2263	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_2264	Bacteria	Planctomycetota	Brocadiae	Brocadiales	GWA2-50-13	NA	NA
ASV_2265	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA	NA
ASV_2266	Archaea	Crenarchaeota	Nitrososphaeria	SCGC_AB-179-E04	NA	NA	NA
ASV_2267	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA
ASV_2268	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_2269	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_2270	Bacteria	Elusimicrobiota	NA	NA	NA	NA	NA
ASV_2271	Bacteria	Latescibacterota	NA	NA	NA	NA	NA
ASV_2272	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Jorgensenbacteria	NA	NA	NA
ASV_2273	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	WWH38	NA	NA
ASV_2274	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	NA
ASV_2275	Bacteria	Elusimicrobiota	Lineage_IIc	NA	NA	NA	NA
ASV_2276	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2277	Bacteria	Chloroflexi	NA	NA	NA	NA	NA
ASV_2278	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	NA	NA	NA
ASV_2279	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2280	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2281	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	NA
ASV_2282	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA
ASV_2283	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_2284	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_2285	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	NA
ASV_2286	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA	NA
ASV_2287	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_2288	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2289	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_2290	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_2291	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Azambacteria	NA	NA	NA
ASV_2292	Bacteria	Bacteroidota	NA	NA	NA	NA	NA
ASV_2293	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	NA	NA	NA
ASV_2294	Bacteria	Zixibacteria	NA	NA	NA	NA	NA
ASV_2295	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_2296	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA	NA
ASV_2297	Bacteria	Planctomycetota	Pla4_lineage	NA	NA	NA	NA
ASV_2298	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV_2299	Bacteria	Patescibacteria	ABY1	Candidatus_Kuenenbacteria	NA	NA	NA
ASV_2300	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_2301	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
ASV_2302	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_2303	Archaea	Crenarchaeota	Nitrososphaeria	NA	NA	NA	NA
ASV_2304	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA	NA
ASV_2305	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_2306	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2307	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA
ASV_2308	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_2309	Bacteria	Myxococcota	Polyangia	PS-B29	NA	NA	NA
ASV_2310	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella	NA
ASV_2311	Bacteria	Patescibacteria	Parcubacteria	Paceibacterales	Paceibacteraceae	Candidatus_Paceibacter	NA
ASV_2312	Bacteria	Planctomycetota	Phycisphaerae	Pla1_lineage	NA	NA	NA
ASV_2313	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	NA
ASV_2314	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter	NA
ASV_2315	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_2316	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Chamaesiphon_PCC-7430	NA
ASV_2317	NA	NA	NA	NA	NA	NA	NA
ASV_2318	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Silanimonas	algicola
ASV_2319	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	pituitosus
ASV_2320	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
ASV_2321	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	NA
ASV_2322	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_2323	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA
ASV_2324	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA
ASV_2325	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_2326	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	metallilatus
ASV_2327	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	NA	NA
ASV_2328	Bacteria	Actinobacteriota	Actinobacteria	PeM15	NA	NA	NA
ASV_2329	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	NA	NA
ASV_2330	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	NA	NA
ASV_2331	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Polyangium	NA
ASV_2332	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Phreatobacter	NA
ASV_2333	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage	NA
ASV_2334	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_2335	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_2336	Archaea	Crenarchaeota	Nitrososphaeria	SCGC_AB-179-E04	NA	NA	NA
ASV_2337	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA
ASV_2338	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Curtissbacteria	NA	NA	NA
ASV_2339	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_3	NA
ASV_2340	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_2341	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA
ASV_2342	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_2343	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	KD3-10	NA
ASV_2344	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2345	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
ASV_2346	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2347	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2348	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2349	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	NA
ASV_2350	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2351	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_2352	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA	NA
ASV_2353	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2354	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2355	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV_2356	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_2357	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV_2358	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	NA
ASV_2359	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_2360	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2361	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2362	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV_2363	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	NA
ASV_2364	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_2365	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Entomoplasmatales_Incertae_Sedis	Candidatus_Hepatoplasma	NA
ASV_2366	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2367	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	NA
ASV_2368	Bacteria	Patescibacteria	ABY1	NA	NA	NA	NA
ASV_2369	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	NA	NA
ASV_2370	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_2371	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_2372	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2373	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA	NA
ASV_2374	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA
ASV_2375	Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	wb1-A12	NA
ASV_2376	Bacteria	Nitrospinota	MT5B39	NA	NA	NA	NA
ASV_2377	Bacteria	Planctomycetota	Pla4_lineage	NA	NA	NA	NA
ASV_2378	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA
ASV_2379	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_2380	NA	NA	NA	NA	NA	NA	NA
ASV_2381	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
ASV_2382	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_2383	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA
ASV_2384	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV_2385	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_12	NA	NA	NA
ASV_2386	Archaea	NA	NA	NA	NA	NA	NA
ASV_2387	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_2388	Archaea	Thermoplasmatota	Thermoplasmatota_cl	Thermoplasmatota_or	Thermoplasmatota_fa	NA	NA
ASV_2389	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV_2390	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	NA	NA	NA
ASV_2391	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
ASV_2392	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	NA	NA
ASV_2393	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2394	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV_2395	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	B1-7BS	NA	NA
ASV_2396	Archaea	Aenigmarchaeota	NA	NA	NA	NA	NA
ASV_2397	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
ASV_2398	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	NA	NA	NA
ASV_2399	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2400	Bacteria	Armatimonadota	NA	NA	NA	NA	NA
ASV_2401	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	NA
ASV_2402	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	NA
ASV_2403	Bacteria	Latescibacterota	NA	NA	NA	NA	NA
ASV_2404	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
ASV_2405	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2406	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	NA	NA	NA
ASV_2407	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Nannocystis	NA
ASV_2408	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	NA	NA	NA
ASV_2409	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_2410	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	NA
ASV_2411	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_2412	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2413	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
ASV_2414	Bacteria	Acidobacteriota	Acidobacteriae	NA	NA	NA	NA
ASV_2415	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	australicum
ASV_2416	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2417	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	NA	NA
ASV_2418	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_2419	NA	NA	NA	NA	NA	NA	NA
ASV_2420	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_2421	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA	NA
ASV_2422	Bacteria	MBNT15	NA	NA	NA	NA	NA
ASV_2423	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2424	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosotenuis	NA
ASV_2425	Archaea	NA	NA	NA	NA	NA	NA
ASV_2426	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV_2427	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV_2428	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Waddliaceae	Waddlia	NA
ASV_2429	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_2430	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV_2431	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_2432	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Candidatus_Raymondbacteria	NA	NA
ASV_2433	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
ASV_2434	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV_2435	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	NA
ASV_2436	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
ASV_2437	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA	NA
ASV_2438	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_2439	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
ASV_2440	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2441	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_2442	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2443	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_2444	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2445	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
ASV_2446	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	HdN1	NA
ASV_2447	Bacteria	NA	NA	NA	NA	NA	NA
ASV_2448	Bacteria	Patescibacteria	Parcubacteria	Paceibacterales	Paceibacteraceae	Candidatus_Paceibacter	NA
ASV_2449	Archaea	NA	NA	NA	NA	NA	NA
